STATE,COUNTY,STNAME,CTYNAME,SHELTER_DATE
17,149,Illinois,Pike County,3/21/20
17,151,Illinois,Pope County,3/21/20
17,153,Illinois,Pulaski County,3/21/20
17,155,Illinois,Putnam County,3/21/20
17,157,Illinois,Randolph County,3/21/20
17,159,Illinois,Richland County,3/21/20
17,161,Illinois,Rock Island County,3/21/20
17,163,Illinois,St. Clair County,3/21/20
17,165,Illinois,Saline County,3/21/20
17,167,Illinois,Sangamon County,3/21/20
17,169,Illinois,Schuyler County,3/21/20
17,171,Illinois,Scott County,3/21/20
17,173,Illinois,Shelby County,3/21/20
17,175,Illinois,Stark County,3/21/20
17,177,Illinois,Stephenson County,3/21/20
17,179,Illinois,Tazewell County,3/21/20
17,181,Illinois,Union County,3/21/20
17,183,Illinois,Vermilion County,3/21/20
17,185,Illinois,Wabash County,3/21/20
17,187,Illinois,Warren County,3/21/20
17,189,Illinois,Washington County,3/21/20
17,191,Illinois,Wayne County,3/21/20
17,193,Illinois,White County,3/21/20
17,195,Illinois,Whiteside County,3/21/20
17,197,Illinois,Will County,3/21/20
17,199,Illinois,Williamson County,3/21/20
17,201,Illinois,Winnebago County,3/21/20
17,203,Illinois,Woodford County,3/21/20
18,1,Indiana,Adams County,3/24/20
18,3,Indiana,Allen County,3/24/20
18,5,Indiana,Bartholomew County,3/24/20
18,7,Indiana,Benton County,3/24/20
18,9,Indiana,Blackford County,3/24/20
18,11,Indiana,Boone County,3/24/20
18,13,Indiana,Brown County,3/24/20
18,15,Indiana,Carroll County,3/24/20
18,17,Indiana,Cass County,3/24/20
18,19,Indiana,Clark County,3/24/20
18,21,Indiana,Clay County,3/24/20
18,23,Indiana,Clinton County,3/24/20
18,25,Indiana,Crawford County,3/24/20
18,27,Indiana,Daviess County,3/24/20
18,29,Indiana,Dearborn County,3/24/20
18,31,Indiana,Decatur County,3/24/20
18,33,Indiana,DeKalb County,3/24/20
18,35,Indiana,Delaware County,3/24/20
18,37,Indiana,Dubois County,3/24/20
18,39,Indiana,Elkhart County,3/24/20
18,41,Indiana,Fayette County,3/24/20
18,43,Indiana,Floyd County,3/24/20
18,45,Indiana,Fountain County,3/24/20
18,47,Indiana,Franklin County,3/24/20
18,49,Indiana,Fulton County,3/24/20
18,51,Indiana,Gibson County,3/24/20
18,53,Indiana,Grant County,3/24/20
18,55,Indiana,Greene County,3/24/20
18,57,Indiana,Hamilton County,3/24/20
18,59,Indiana,Hancock County,3/24/20
18,61,Indiana,Harrison County,3/24/20
18,63,Indiana,Hendricks County,3/24/20
18,65,Indiana,Henry County,3/24/20
18,67,Indiana,Howard County,3/24/20
18,69,Indiana,Huntington County,3/24/20
18,71,Indiana,Jackson County,3/24/20
18,73,Indiana,Jasper County,3/24/20
18,75,Indiana,Jay County,3/24/20
18,77,Indiana,Jefferson County,3/24/20
18,79,Indiana,Jennings County,3/24/20
18,81,Indiana,Johnson County,3/24/20
18,83,Indiana,Knox County,3/24/20
18,85,Indiana,Kosciusko County,3/24/20
18,87,Indiana,LaGrange County,3/24/20
18,89,Indiana,Lake County,3/24/20
18,91,Indiana,LaPorte County,3/24/20
18,93,Indiana,Lawrence County,3/24/20
18,95,Indiana,Madison County,3/24/20
18,97,Indiana,Marion County,3/24/20
18,99,Indiana,Marshall County,3/24/20
18,101,Indiana,Martin County,3/24/20
18,103,Indiana,Miami County,3/24/20
18,105,Indiana,Monroe County,3/24/20
18,107,Indiana,Montgomery County,3/24/20
18,109,Indiana,Morgan County,3/24/20
18,111,Indiana,Newton County,3/24/20
18,113,Indiana,Noble County,3/24/20
18,115,Indiana,Ohio County,3/24/20
18,117,Indiana,Orange County,3/24/20
18,119,Indiana,Owen County,3/24/20
18,121,Indiana,Parke County,3/24/20
18,123,Indiana,Perry County,3/24/20
18,125,Indiana,Pike County,3/24/20
18,127,Indiana,Porter County,3/24/20
18,129,Indiana,Posey County,3/24/20
18,131,Indiana,Pulaski County,3/24/20
18,133,Indiana,Putnam County,3/24/20
18,135,Indiana,Randolph County,3/24/20
18,137,Indiana,Ripley County,3/24/20
18,139,Indiana,Rush County,3/24/20
18,141,Indiana,St. Joseph County,3/24/20
18,143,Indiana,Scott County,3/24/20
18,145,Indiana,Shelby County,3/24/20
18,147,Indiana,Spencer County,3/24/20
18,149,Indiana,Starke County,3/24/20
18,151,Indiana,Steuben County,3/24/20
18,153,Indiana,Sullivan County,3/24/20
18,155,Indiana,Switzerland County,3/24/20
18,157,Indiana,Tippecanoe County,3/24/20
18,159,Indiana,Tipton County,3/24/20
18,161,Indiana,Union County,3/24/20
18,163,Indiana,Vanderburgh County,3/24/20
18,165,Indiana,Vermillion County,3/24/20
18,167,Indiana,Vigo County,3/24/20
18,169,Indiana,Wabash County,3/24/20
18,171,Indiana,Warren County,3/24/20
18,173,Indiana,Warrick County,3/24/20
18,175,Indiana,Washington County,3/24/20
18,177,Indiana,Wayne County,3/24/20
18,179,Indiana,Wells County,3/24/20
18,181,Indiana,White County,3/24/20
18,183,Indiana,Whitley County,3/24/20
19,1,Iowa,Adair County,
19,3,Iowa,Adams County,
19,5,Iowa,Allamakee County,
19,7,Iowa,Appanoose County,
19,9,Iowa,Audubon County,
19,11,Iowa,Benton County,
19,13,Iowa,Black Hawk County,
19,15,Iowa,Boone County,
19,17,Iowa,Bremer County,
19,19,Iowa,Buchanan County,
19,21,Iowa,Buena Vista County,
19,23,Iowa,Butler County,
19,25,Iowa,Calhoun County,
19,27,Iowa,Carroll County,
19,29,Iowa,Cass County,
19,31,Iowa,Cedar County,
19,33,Iowa,Cerro Gordo County,
19,35,Iowa,Cherokee County,
19,37,Iowa,Chickasaw County,
19,39,Iowa,Clarke County,
19,41,Iowa,Clay County,
19,43,Iowa,Clayton County,
19,45,Iowa,Clinton County,
19,47,Iowa,Crawford County,
19,49,Iowa,Dallas County,
19,51,Iowa,Davis County,
19,53,Iowa,Decatur County,
19,55,Iowa,Delaware County,
19,57,Iowa,Des Moines County,
19,59,Iowa,Dickinson County,
19,61,Iowa,Dubuque County,
19,63,Iowa,Emmet County,
19,65,Iowa,Fayette County,
19,67,Iowa,Floyd County,
19,69,Iowa,Franklin County,
19,71,Iowa,Fremont County,
19,73,Iowa,Greene County,
19,75,Iowa,Grundy County,
19,77,Iowa,Guthrie County,
19,79,Iowa,Hamilton County,
19,81,Iowa,Hancock County,
19,83,Iowa,Hardin County,
19,85,Iowa,Harrison County,
19,87,Iowa,Henry County,
19,89,Iowa,Howard County,
19,91,Iowa,Humboldt County,
19,93,Iowa,Ida County,
19,95,Iowa,Iowa County,
19,97,Iowa,Jackson County,
19,99,Iowa,Jasper County,
19,101,Iowa,Jefferson County,
19,103,Iowa,Johnson County,
19,105,Iowa,Jones County,
19,107,Iowa,Keokuk County,
19,109,Iowa,Kossuth County,
19,111,Iowa,Lee County,
19,113,Iowa,Linn County,
19,115,Iowa,Louisa County,
19,117,Iowa,Lucas County,
19,119,Iowa,Lyon County,
19,121,Iowa,Madison County,
19,123,Iowa,Mahaska County,
19,125,Iowa,Marion County,
19,127,Iowa,Marshall County,
19,129,Iowa,Mills County,
19,131,Iowa,Mitchell County,
19,133,Iowa,Monona County,
19,135,Iowa,Monroe County,
19,137,Iowa,Montgomery County,
19,139,Iowa,Muscatine County,
19,141,Iowa,O'Brien County,
19,143,Iowa,Osceola County,
19,145,Iowa,Page County,
19,147,Iowa,Palo Alto County,
19,149,Iowa,Plymouth County,
19,151,Iowa,Pocahontas County,
19,153,Iowa,Polk County,
19,155,Iowa,Pottawattamie County,
19,157,Iowa,Poweshiek County,
19,159,Iowa,Ringgold County,
19,161,Iowa,Sac County,
19,163,Iowa,Scott County,
19,165,Iowa,Shelby County,
19,167,Iowa,Sioux County,
19,169,Iowa,Story County,
19,171,Iowa,Tama County,
19,173,Iowa,Taylor County,
19,175,Iowa,Union County,
19,177,Iowa,Van Buren County,
19,179,Iowa,Wapello County,
19,181,Iowa,Warren County,
19,183,Iowa,Washington County,
19,185,Iowa,Wayne County,
19,187,Iowa,Webster County,
19,189,Iowa,Winnebago County,
19,191,Iowa,Winneshiek County,
19,193,Iowa,Woodbury County,
19,195,Iowa,Worth County,
19,197,Iowa,Wright County,
20,1,Kansas,Allen County,3/30/20
20,3,Kansas,Anderson County,3/30/20
20,5,Kansas,Atchison County,3/30/20
20,7,Kansas,Barber County,3/30/20
20,9,Kansas,Barton County,3/30/20
20,11,Kansas,Bourbon County,3/30/20
20,13,Kansas,Brown County,3/30/20
20,15,Kansas,Butler County,3/30/20
20,17,Kansas,Chase County,3/30/20
20,19,Kansas,Chautauqua County,3/30/20
20,21,Kansas,Cherokee County,3/30/20
20,23,Kansas,Cheyenne County,3/30/20
20,25,Kansas,Clark County,3/30/20
20,27,Kansas,Clay County,3/30/20
20,29,Kansas,Cloud County,3/30/20
20,31,Kansas,Coffey County,3/30/20
20,33,Kansas,Comanche County,3/30/20
20,35,Kansas,Cowley County,3/30/20
20,37,Kansas,Crawford County,3/30/20
20,39,Kansas,Decatur County,3/30/20
20,41,Kansas,Dickinson County,3/30/20
20,43,Kansas,Doniphan County,3/30/20
20,45,Kansas,Douglas County,3/30/20
20,47,Kansas,Edwards County,3/30/20
20,49,Kansas,Elk County,3/30/20
20,51,Kansas,Ellis County,3/30/20
20,53,Kansas,Ellsworth County,3/30/20
20,55,Kansas,Finney County,3/30/20
20,57,Kansas,Ford County,3/30/20
20,59,Kansas,Franklin County,3/30/20
20,61,Kansas,Geary County,3/30/20
20,63,Kansas,Gove County,3/30/20
20,65,Kansas,Graham County,3/30/20
20,67,Kansas,Grant County,3/30/20
20,69,Kansas,Gray County,3/30/20
20,71,Kansas,Greeley County,3/30/20
20,73,Kansas,Greenwood County,3/30/20
20,75,Kansas,Hamilton County,3/30/20
20,77,Kansas,Harper County,3/30/20
20,79,Kansas,Harvey County,3/30/20
20,81,Kansas,Haskell County,3/30/20
20,83,Kansas,Hodgeman County,3/30/20
20,85,Kansas,Jackson County,3/30/20
20,87,Kansas,Jefferson County,3/30/20
20,89,Kansas,Jewell County,3/30/20
20,91,Kansas,Johnson County,3/30/20
20,93,Kansas,Kearny County,3/30/20
20,95,Kansas,Kingman County,3/30/20
20,97,Kansas,Kiowa County,3/30/20
20,99,Kansas,Labette County,3/30/20
20,101,Kansas,Lane County,3/30/20
20,103,Kansas,Leavenworth County,3/30/20
20,105,Kansas,Lincoln County,3/30/20
20,107,Kansas,Linn County,3/30/20
20,109,Kansas,Logan County,3/30/20
20,111,Kansas,Lyon County,3/30/20
20,113,Kansas,McPherson County,3/30/20
20,115,Kansas,Marion County,3/30/20
20,117,Kansas,Marshall County,3/30/20
20,119,Kansas,Meade County,3/30/20
20,121,Kansas,Miami County,3/30/20
20,123,Kansas,Mitchell County,3/30/20
20,125,Kansas,Montgomery County,3/30/20
20,127,Kansas,Morris County,3/30/20
20,129,Kansas,Morton County,3/30/20
20,131,Kansas,Nemaha County,3/30/20
20,133,Kansas,Neosho County,3/30/20
20,135,Kansas,Ness County,3/30/20
20,137,Kansas,Norton County,3/30/20
20,139,Kansas,Osage County,3/30/20
20,141,Kansas,Osborne County,3/30/20
20,143,Kansas,Ottawa County,3/30/20
20,145,Kansas,Pawnee County,3/30/20
20,147,Kansas,Phillips County,3/30/20
20,149,Kansas,Pottawatomie County,3/30/20
20,151,Kansas,Pratt County,3/30/20
20,153,Kansas,Rawlins County,3/30/20
20,155,Kansas,Reno County,3/30/20
20,157,Kansas,Republic County,3/30/20
20,159,Kansas,Rice County,3/30/20
20,161,Kansas,Riley County,3/30/20
20,163,Kansas,Rooks County,3/30/20
20,165,Kansas,Rush County,3/30/20
20,167,Kansas,Russell County,3/30/20
20,169,Kansas,Saline County,3/30/20
20,171,Kansas,Scott County,3/30/20
20,173,Kansas,Sedgwick County,3/30/20
20,175,Kansas,Seward County,3/30/20
20,177,Kansas,Shawnee County,3/30/20
20,179,Kansas,Sheridan County,3/30/20
20,181,Kansas,Sherman County,3/30/20
20,183,Kansas,Smith County,3/30/20
20,185,Kansas,Stafford County,3/30/20
20,187,Kansas,Stanton County,3/30/20
20,189,Kansas,Stevens County,3/30/20
20,191,Kansas,Sumner County,3/30/20
20,193,Kansas,Thomas County,3/30/20
20,195,Kansas,Trego County,3/30/20
20,197,Kansas,Wabaunsee County,3/30/20
20,199,Kansas,Wallace County,3/30/20
20,201,Kansas,Washington County,3/30/20
20,203,Kansas,Wichita County,3/30/20
20,205,Kansas,Wilson County,3/30/20
20,207,Kansas,Woodson County,3/30/20
20,209,Kansas,Wyandotte County,3/30/20
21,1,Kentucky,Adair County,3/26/20
21,3,Kentucky,Allen County,3/26/20
21,5,Kentucky,Anderson County,3/26/20
21,7,Kentucky,Ballard County,3/26/20
21,9,Kentucky,Barren County,3/26/20
21,11,Kentucky,Bath County,3/26/20
21,13,Kentucky,Bell County,3/26/20
21,15,Kentucky,Boone County,3/26/20
21,17,Kentucky,Bourbon County,3/26/20
21,19,Kentucky,Boyd County,3/26/20
21,21,Kentucky,Boyle County,3/26/20
21,23,Kentucky,Bracken County,3/26/20
21,25,Kentucky,Breathitt County,3/26/20
21,27,Kentucky,Breckinridge County,3/26/20
21,29,Kentucky,Bullitt County,3/26/20
21,31,Kentucky,Butler County,3/26/20
21,33,Kentucky,Caldwell County,3/26/20
21,35,Kentucky,Calloway County,3/26/20
21,37,Kentucky,Campbell County,3/26/20
21,39,Kentucky,Carlisle County,3/26/20
21,41,Kentucky,Carroll County,3/26/20
21,43,Kentucky,Carter County,3/26/20
21,45,Kentucky,Casey County,3/26/20
21,47,Kentucky,Christian County,3/26/20
21,49,Kentucky,Clark County,3/26/20
21,51,Kentucky,Clay County,3/26/20
21,53,Kentucky,Clinton County,3/26/20
21,55,Kentucky,Crittenden County,3/26/20
21,57,Kentucky,Cumberland County,3/26/20
21,59,Kentucky,Daviess County,3/26/20
21,61,Kentucky,Edmonson County,3/26/20
21,63,Kentucky,Elliott County,3/26/20
21,65,Kentucky,Estill County,3/26/20
21,67,Kentucky,Fayette County,3/26/20
21,69,Kentucky,Fleming County,3/26/20
21,71,Kentucky,Floyd County,3/26/20
21,73,Kentucky,Franklin County,3/26/20
21,75,Kentucky,Fulton County,3/26/20
21,77,Kentucky,Gallatin County,3/26/20
21,79,Kentucky,Garrard County,3/26/20
21,81,Kentucky,Grant County,3/26/20
21,83,Kentucky,Graves County,3/26/20
21,85,Kentucky,Grayson County,3/26/20
21,87,Kentucky,Green County,3/26/20
21,89,Kentucky,Greenup County,3/26/20
21,91,Kentucky,Hancock County,3/26/20
21,93,Kentucky,Hardin County,3/26/20
21,95,Kentucky,Harlan County,3/26/20
21,97,Kentucky,Harrison County,3/26/20
21,99,Kentucky,Hart County,3/26/20
21,101,Kentucky,Henderson County,3/26/20
21,103,Kentucky,Henry County,3/26/20
21,105,Kentucky,Hickman County,3/26/20
21,107,Kentucky,Hopkins County,3/26/20
21,109,Kentucky,Jackson County,3/26/20
21,111,Kentucky,Jefferson County,3/26/20
21,113,Kentucky,Jessamine County,3/26/20
21,115,Kentucky,Johnson County,3/26/20
21,117,Kentucky,Kenton County,3/26/20
21,119,Kentucky,Knott County,3/26/20
21,121,Kentucky,Knox County,3/26/20
21,123,Kentucky,Larue County,3/26/20
21,125,Kentucky,Laurel County,3/26/20
21,127,Kentucky,Lawrence County,3/26/20
21,129,Kentucky,Lee County,3/26/20
21,131,Kentucky,Leslie County,3/26/20
21,133,Kentucky,Letcher County,3/26/20
21,135,Kentucky,Lewis County,3/26/20
21,137,Kentucky,Lincoln County,3/26/20
21,139,Kentucky,Livingston County,3/26/20
21,141,Kentucky,Logan County,3/26/20
21,143,Kentucky,Lyon County,3/26/20
21,145,Kentucky,McCracken County,3/26/20
21,147,Kentucky,McCreary County,3/26/20
21,149,Kentucky,McLean County,3/26/20
21,151,Kentucky,Madison County,3/26/20
21,153,Kentucky,Magoffin County,3/26/20
21,155,Kentucky,Marion County,3/26/20
21,157,Kentucky,Marshall County,3/26/20
21,159,Kentucky,Martin County,3/26/20
21,161,Kentucky,Mason County,3/26/20
21,163,Kentucky,Meade County,3/26/20
21,165,Kentucky,Menifee County,3/26/20
21,167,Kentucky,Mercer County,3/26/20
21,169,Kentucky,Metcalfe County,3/26/20
21,171,Kentucky,Monroe County,3/26/20
21,173,Kentucky,Montgomery County,3/26/20
21,175,Kentucky,Morgan County,3/26/20
21,177,Kentucky,Muhlenberg County,3/26/20
21,179,Kentucky,Nelson County,3/26/20
21,181,Kentucky,Nicholas County,3/26/20
21,183,Kentucky,Ohio County,3/26/20
21,185,Kentucky,Oldham County,3/26/20
21,187,Kentucky,Owen County,3/26/20
21,189,Kentucky,Owsley County,3/26/20
21,191,Kentucky,Pendleton County,3/26/20
21,193,Kentucky,Perry County,3/26/20
21,195,Kentucky,Pike County,3/26/20
21,197,Kentucky,Powell County,3/26/20
21,199,Kentucky,Pulaski County,3/26/20
21,201,Kentucky,Robertson County,3/26/20
21,203,Kentucky,Rockcastle County,3/26/20
21,205,Kentucky,Rowan County,3/26/20
21,207,Kentucky,Russell County,3/26/20
21,209,Kentucky,Scott County,3/26/20
21,211,Kentucky,Shelby County,3/26/20
21,213,Kentucky,Simpson County,3/26/20
21,215,Kentucky,Spencer County,3/26/20
21,217,Kentucky,Taylor County,3/26/20
21,219,Kentucky,Todd County,3/26/20
21,221,Kentucky,Trigg County,3/26/20
21,223,Kentucky,Trimble County,3/26/20
21,225,Kentucky,Union County,3/26/20
21,227,Kentucky,Warren County,3/26/20
21,229,Kentucky,Washington County,3/26/20
21,231,Kentucky,Wayne County,3/26/20
21,233,Kentucky,Webster County,3/26/20
21,235,Kentucky,Whitley County,3/26/20
21,237,Kentucky,Wolfe County,3/26/20
21,239,Kentucky,Woodford County,3/26/20
22,1,Louisiana,Acadia Parish,3/23/20
22,3,Louisiana,Allen Parish,3/23/20
22,5,Louisiana,Ascension Parish,3/23/20
22,7,Louisiana,Assumption Parish,3/23/20
22,9,Louisiana,Avoyelles Parish,3/23/20
22,11,Louisiana,Beauregard Parish,3/23/20
22,13,Louisiana,Bienville Parish,3/23/20
22,15,Louisiana,Bossier Parish,3/23/20
22,17,Louisiana,Caddo Parish,3/23/20
22,19,Louisiana,Calcasieu Parish,3/23/20
22,21,Louisiana,Caldwell Parish,3/23/20
22,23,Louisiana,Cameron Parish,3/23/20
22,25,Louisiana,Catahoula Parish,3/23/20
22,27,Louisiana,Claiborne Parish,3/23/20
22,29,Louisiana,Concordia Parish,3/23/20
22,31,Louisiana,De Soto Parish,3/23/20
22,33,Louisiana,East Baton Rouge Parish,3/23/20
22,35,Louisiana,East Carroll Parish,3/23/20
22,37,Louisiana,East Feliciana Parish,3/23/20
22,39,Louisiana,Evangeline Parish,3/23/20
22,41,Louisiana,Franklin Parish,3/23/20
22,43,Louisiana,Grant Parish,3/23/20
22,45,Louisiana,Iberia Parish,3/23/20
22,47,Louisiana,Iberville Parish,3/23/20
22,49,Louisiana,Jackson Parish,3/23/20
22,51,Louisiana,Jefferson Parish,3/23/20
22,53,Louisiana,Jefferson Davis Parish,3/23/20
22,55,Louisiana,Lafayette Parish,3/23/20
22,57,Louisiana,Lafourche Parish,3/23/20
22,59,Louisiana,LaSalle Parish,3/23/20
22,61,Louisiana,Lincoln Parish,3/23/20
22,63,Louisiana,Livingston Parish,3/23/20
22,65,Louisiana,Madison Parish,3/23/20
22,67,Louisiana,Morehouse Parish,3/23/20
22,69,Louisiana,Natchitoches Parish,3/23/20
22,71,Louisiana,Orleans Parish,3/23/20
22,73,Louisiana,Ouachita Parish,3/23/20
22,75,Louisiana,Plaquemines Parish,3/23/20
22,77,Louisiana,Pointe Coupee Parish,3/23/20
22,79,Louisiana,Rapides Parish,3/23/20
22,81,Louisiana,Red River Parish,3/23/20
22,83,Louisiana,Richland Parish,3/23/20
22,85,Louisiana,Sabine Parish,3/23/20
22,87,Louisiana,St. Bernard Parish,3/23/20
22,89,Louisiana,St. Charles Parish,3/23/20
22,91,Louisiana,St. Helena Parish,3/23/20
22,93,Louisiana,St. James Parish,3/23/20
22,95,Louisiana,St. John the Baptist Parish,3/23/20
22,97,Louisiana,St. Landry Parish,3/23/20
22,99,Louisiana,St. Martin Parish,3/23/20
22,101,Louisiana,St. Mary Parish,3/23/20
22,103,Louisiana,St. Tammany Parish,3/23/20
22,105,Louisiana,Tangipahoa Parish,3/23/20
22,107,Louisiana,Tensas Parish,3/23/20
22,109,Louisiana,Terrebonne Parish,3/23/20
22,111,Louisiana,Union Parish,3/23/20
22,113,Louisiana,Vermilion Parish,3/23/20
22,115,Louisiana,Vernon Parish,3/23/20
22,117,Louisiana,Washington Parish,3/23/20
22,119,Louisiana,Webster Parish,3/23/20
22,121,Louisiana,West Baton Rouge Parish,3/23/20
22,123,Louisiana,West Carroll Parish,3/23/20
22,125,Louisiana,West Feliciana Parish,3/23/20
22,127,Louisiana,Winn Parish,3/23/20
23,1,Maine,Androscoggin County,3/25/20
23,3,Maine,Aroostook County,3/25/20
23,5,Maine,Cumberland County,3/25/20
23,7,Maine,Franklin County,3/25/20
23,9,Maine,Hancock County,3/25/20
23,11,Maine,Kennebec County,3/25/20
23,13,Maine,Knox County,3/25/20
23,15,Maine,Lincoln County,3/25/20
23,17,Maine,Oxford County,3/25/20
23,19,Maine,Penobscot County,3/25/20
23,21,Maine,Piscataquis County,3/25/20
23,23,Maine,Sagadahoc County,3/25/20
23,25,Maine,Somerset County,3/25/20
23,27,Maine,Waldo County,3/25/20
23,29,Maine,Washington County,3/25/20
23,31,Maine,York County,3/25/20
24,1,Maryland,Allegany County,3/30/20
24,3,Maryland,Anne Arundel County,3/30/20
24,5,Maryland,Baltimore County,3/30/20
24,9,Maryland,Calvert County,3/30/20
24,11,Maryland,Caroline County,3/30/20
24,13,Maryland,Carroll County,3/30/20
24,15,Maryland,Cecil County,3/30/20
24,17,Maryland,Charles County,3/30/20
24,19,Maryland,Dorchester County,3/30/20
24,21,Maryland,Frederick County,3/30/20
24,23,Maryland,Garrett County,3/30/20
24,25,Maryland,Harford County,3/30/20
24,27,Maryland,Howard County,3/30/20
24,29,Maryland,Kent County,3/30/20
24,31,Maryland,Montgomery County,3/30/20
24,33,Maryland,Prince George's County,3/30/20
24,35,Maryland,Queen Anne's County,3/30/20
24,37,Maryland,St. Mary's County,3/30/20
24,39,Maryland,Somerset County,3/30/20
24,41,Maryland,Talbot County,3/30/20
24,43,Maryland,Washington County,3/30/20
24,45,Maryland,Wicomico County,3/30/20
24,47,Maryland,Worcester County,3/30/20
24,510,Maryland,Baltimore city,3/30/20
25,1,Massachusetts,Barnstable County,3/24/20
25,3,Massachusetts,Berkshire County,3/24/20
25,5,Massachusetts,Bristol County,3/24/20
25,7,Massachusetts,Dukes County,3/24/20
25,9,Massachusetts,Essex County,3/24/20
25,11,Massachusetts,Franklin County,3/24/20
25,13,Massachusetts,Hampden County,3/24/20
25,15,Massachusetts,Hampshire County,3/24/20
25,17,Massachusetts,Middlesex County,3/24/20
25,19,Massachusetts,Nantucket County,3/24/20
25,21,Massachusetts,Norfolk County,3/24/20
25,23,Massachusetts,Plymouth County,3/24/20
25,25,Massachusetts,Suffolk County,3/24/20
25,27,Massachusetts,Worcester County,3/24/20
26,1,Michigan,Alcona County,3/24/20
26,3,Michigan,Alger County,3/24/20
26,5,Michigan,Allegan County,3/24/20
26,7,Michigan,Alpena County,3/24/20
26,9,Michigan,Antrim County,3/24/20
26,11,Michigan,Arenac County,3/24/20
26,13,Michigan,Baraga County,3/24/20
26,15,Michigan,Barry County,3/24/20
26,17,Michigan,Bay County,3/24/20
26,19,Michigan,Benzie County,3/24/20
26,21,Michigan,Berrien County,3/24/20
26,23,Michigan,Branch County,3/24/20
26,25,Michigan,Calhoun County,3/24/20
26,27,Michigan,Cass County,3/24/20
26,29,Michigan,Charlevoix County,3/24/20
26,31,Michigan,Cheboygan County,3/24/20
26,33,Michigan,Chippewa County,3/24/20
26,35,Michigan,Clare County,3/24/20
26,37,Michigan,Clinton County,3/24/20
26,39,Michigan,Crawford County,3/24/20
26,41,Michigan,Delta County,3/24/20
26,43,Michigan,Dickinson County,3/24/20
26,45,Michigan,Eaton County,3/24/20
26,47,Michigan,Emmet County,3/24/20
26,49,Michigan,Genesee County,3/24/20
26,51,Michigan,Gladwin County,3/24/20
26,53,Michigan,Gogebic County,3/24/20
26,55,Michigan,Grand Traverse County,3/24/20
26,57,Michigan,Gratiot County,3/24/20
26,59,Michigan,Hillsdale County,3/24/20
26,61,Michigan,Houghton County,3/24/20
26,63,Michigan,Huron County,3/24/20
26,65,Michigan,Ingham County,3/24/20
26,67,Michigan,Ionia County,3/24/20
26,69,Michigan,Iosco County,3/24/20
26,71,Michigan,Iron County,3/24/20
26,73,Michigan,Isabella County,3/24/20
26,75,Michigan,Jackson County,3/24/20
26,77,Michigan,Kalamazoo County,3/24/20
26,79,Michigan,Kalkaska County,3/24/20
26,81,Michigan,Kent County,3/24/20
26,83,Michigan,Keweenaw County,3/24/20
26,85,Michigan,Lake County,3/24/20
26,87,Michigan,Lapeer County,3/24/20
26,89,Michigan,Leelanau County,3/24/20
26,91,Michigan,Lenawee County,3/24/20
26,93,Michigan,Livingston County,3/24/20
26,95,Michigan,Luce County,3/24/20
26,97,Michigan,Mackinac County,3/24/20
26,99,Michigan,Macomb County,3/24/20
26,101,Michigan,Manistee County,3/24/20
26,103,Michigan,Marquette County,3/24/20
26,105,Michigan,Mason County,3/24/20
26,107,Michigan,Mecosta County,3/24/20
26,109,Michigan,Menominee County,3/24/20
26,111,Michigan,Midland County,3/24/20
26,113,Michigan,Missaukee County,3/24/20
26,115,Michigan,Monroe County,3/24/20
26,117,Michigan,Montcalm County,3/24/20
26,119,Michigan,Montmorency County,3/24/20
26,121,Michigan,Muskegon County,3/24/20
26,123,Michigan,Newaygo County,3/24/20
26,125,Michigan,Oakland County,3/24/20
26,127,Michigan,Oceana County,3/24/20
26,129,Michigan,Ogemaw County,3/24/20
26,131,Michigan,Ontonagon County,3/24/20
26,133,Michigan,Osceola County,3/24/20
26,135,Michigan,Oscoda County,3/24/20
26,137,Michigan,Otsego County,3/24/20
26,139,Michigan,Ottawa County,3/24/20
26,141,Michigan,Presque Isle County,3/24/20
26,143,Michigan,Roscommon County,3/24/20
26,145,Michigan,Saginaw County,3/24/20
26,147,Michigan,St. Clair County,3/24/20
26,149,Michigan,St. Joseph County,3/24/20
26,151,Michigan,Sanilac County,3/24/20
26,153,Michigan,Schoolcraft County,3/24/20
26,155,Michigan,Shiawassee County,3/24/20
26,157,Michigan,Tuscola County,3/24/20
26,159,Michigan,Van Buren County,3/24/20
26,161,Michigan,Washtenaw County,3/24/20
26,163,Michigan,Wayne County,3/24/20
26,165,Michigan,Wexford County,3/24/20
27,1,Minnesota,Aitkin County,3/27/20
27,3,Minnesota,Anoka County,3/27/20
27,5,Minnesota,Becker County,3/27/20
27,7,Minnesota,Beltrami County,3/27/20
27,9,Minnesota,Benton County,3/27/20
27,11,Minnesota,Big Stone County,3/27/20
27,13,Minnesota,Blue Earth County,3/27/20
27,15,Minnesota,Brown County,3/27/20
27,17,Minnesota,Carlton County,3/27/20
27,19,Minnesota,Carver County,3/27/20
27,21,Minnesota,Cass County,3/27/20
27,23,Minnesota,Chippewa County,3/27/20
27,25,Minnesota,Chisago County,3/27/20
27,27,Minnesota,Clay County,3/27/20
27,29,Minnesota,Clearwater County,3/27/20
27,31,Minnesota,Cook County,3/27/20
27,33,Minnesota,Cottonwood County,3/27/20
27,35,Minnesota,Crow Wing County,3/27/20
27,37,Minnesota,Dakota County,3/27/20
27,39,Minnesota,Dodge County,3/27/20
27,41,Minnesota,Douglas County,3/27/20
27,43,Minnesota,Faribault County,3/27/20
